,symbol,name
0,002629,仁智股份
1,300157,新锦动力
2,300084,海默科技
3,920088,科力股份
4,603979,金诚信
5,603727,博迈科
6,603619,中曼石油
7,300191,潜能恒信
8,002207,准油股份
9,300164,通源石油
10,603505,金石资源
11,002683,广东宏大
12,605086,龙高股份
13,002554,惠博普
14,601808,中海油服
15,600583,海油工程
16,600968,海油发展
17,600871,石化油服
18,600339,中油工程
19,002828,贝肯能源
20,920019,铜冠矿建
