,symbol,name
0,300945,曼卡龙
1,000026,飞亚达
2,002345,潮宏基
3,603900,莱绅通灵
4,002721,ST金一
5,200026,飞亚达Ｂ
6,002867,周大生
7,000017,深中华A
8,002731,萃华珠宝
9,301177,迪阿股份
10,605599,菜百股份
11,002574,明牌珠宝
12,900905,老凤祥Ｂ
13,000025,特  力Ａ
14,600612,老凤祥
15,600916,中国黄金
16,600655,豫园股份
